Article,Comment,Relevance
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Linke, Grüne,, SPD und vom Staat finanzierten linken NGO's wollen doch keine Millionäre, die CDU/CSU, ein Schatten ihrer Selbst, hat oder möchte Nichts dagegen setzen. Konversatives Denken wird in die Rechte bzw. Rechtsextreme Ecke geschoben. Die wirtschaftliche Entwicklung sieht in Teilen Europas nicht rosig aus. Die meisten von Ihnen haben, wie ein Großteil der Bevölkerung bereits aufgegeben Also was sollen die Millionäre hier, die mit ihrem Vermögen überall unterkommen können Ich kann ihr Handeln gut nachvollziehen, allerdings die WEF, die WHO haben einen langen Arm und mit dem digitalen Geld wird das Entkommen nur aufgeschoben.",1
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Es ist kein Wunder, dass sich die Millionäre aus dem EU-Raum zurückziehen: AMLA, VVBG, Vermögensregister, alles unter dem Deckmantel ""gegen Geldwäsche"", digitale ID, digitaler Euro (CBDC), SAG, StaRUG, Lastenausgleichsgesetz & Co. dienen der kompletten Überwachung und womöglich Enteignung der EU-Bürger. Wer kann, geht und behält seine Freiheit. Wer nicht kann und kein Millionär ist, muss bleiben und sich überwachen und enteignen lassen.",1
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Wenn Maerz von den Billiarden auf der hohen Sparkante träumt... Und man nur 10 % davon dem ""Allgemeinwohl"" zufließen lassen könne... Hört sich nett an, ist aber Diebstahl. Wer einmal stiehlt, der stiehlt öfters! Mit dem Vermögensregister.... Hey, wenn ich Millionär oder höher wäre. Ich würde alles ins Ausland, außerhalb der EU transferieren. Auf europäischen Konten wäre nur so viel drauf, wie ich es überschaubar in Euro bräuchte. Mich raubt keiner aus! Aber leider hintenrum klappt es j trotzdem. Mit seinem ""Sondervermögen"" a la Diebesgut von unseren zukünftigen Steuergeldern. Die besten Zinsen für uns wären keine Zinsen! Ergo schuldenfrei. Aber damit gibt sich Black Rock nicht zufrieden.",1
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Wenn man auf unserem Kontinent nicht mehr sicher leben kann, hat das Folgen. Man muss sich überlegen, ob man nicht eine neue sichere Heimat wählt.",1
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Es ist wirklich erstaunlich, wie sich die Menschen von künstlicher Intelligenz blenden lassen. Jeder spricht von Chatbots, autonomen Fahrzeugen und Robotern, die uns das Leben erleichtern sollen, doch kaum jemand denkt darüber nach, welche Datenmengen dabei gesammelt werden. Alles, was wir online tun, wird analysiert, in riesigen Serverfarmen gespeichert und möglicherweise gegen uns verwendet. Datenschutz scheint plötzlich zweitrangig, solange der Komfort steigt. Und die Politiker tun oft so, als seien sie überrascht, dabei haben sie diese Entwicklung doch längst gebilligt. Wenn wir nicht bald klare Regeln einführen, wird unsere digitale Freiheit endgültig verloren gehen.",0
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Immer wieder wird davon gesprochen, dass Elektroautos die Lösung für den Klimawandel seien. Aber kaum jemand schaut sich die Gesamtbilanz an: Die Herstellung der Batterien verschlingt Unmengen an Rohstoffen, die oft unter katastrophalen Bedingungen abgebaut werden. Außerdem ist das Stromnetz vieler Länder gar nicht auf eine flächendeckende Elektrifizierung vorbereitet. Wir bräuchten gigantische Investitionen in Infrastruktur, und das kostet Milliarden. Ich fürchte, dass viele politische Entscheidungen eher Symbolpolitik sind, als echte Lösungen. Und der normale Bürger zahlt am Ende die Zeche, sei es durch höhere Strompreise oder neue Steuern.",0
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Manchmal frage ich mich, ob wir in Deutschland überhaupt noch wissen, was gutes Essen bedeutet. Überall nur noch Fertigprodukte, Lieferdienste und künstliche Aromen. Dabei haben wir eine so reiche kulinarische Tradition, die immer mehr in Vergessenheit gerät. Frische, regionale Zutaten, saisonale Küche – das alles wird geopfert, weil es angeblich schneller und günstiger geht. Und dann wundern wir uns über Übergewicht, Allergien und chronische Krankheiten. Wir müssten dringend wieder lernen, selbst zu kochen und bewusst zu genießen. Aber dafür scheint in der modernen Welt keiner mehr Zeit zu haben.",0
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Was mir wirklich Sorgen macht, ist die zunehmende Aggressivität im Straßenverkehr. Egal ob auf dem Fahrrad, im Auto oder zu Fuß – jeder scheint nur noch auf sein eigenes Recht zu pochen. Es wird gehupt, gedrängelt, beschimpft. Ich finde es erschreckend, wie wenig Geduld und Rücksicht noch vorhanden sind. Vielleicht liegt es daran, dass alle ständig unter Zeitdruck stehen, aber das entschuldigt doch kein gefährliches Verhalten. Verkehr sollte sicher für alle sein, nicht ein täglicher Kampf ums Überleben. Und es müsste viel stärker kontrolliert und sanktioniert werden, damit sich etwas ändert.",0
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Es ist unglaublich, wie viele Menschen immer noch glauben, dass sie sich mit ein paar Vitaminpräparaten gesund halten können. Die Werbung erzählt uns, dass wir nur ein paar Pillen schlucken müssen, und schon bleiben wir fit bis ins hohe Alter. Dabei wäre es so viel einfacher: ausgewogene Ernährung, ausreichend Schlaf, Bewegung an der frischen Luft. Stattdessen wird Unsummen für teure Nahrungsergänzungsmittel ausgegeben, die oft nichts bringen außer einem leeren Geldbeutel. Wir sollten dringend mehr Aufklärung betreiben, damit die Leute wieder verstehen, wie wichtig ein gesunder Lebensstil ist.",0
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Ich finde es immer traurig, wenn alte Gebäude einfach abgerissen werden, weil ein Investor Platz für ein neues Luxusobjekt schaffen will. Gerade in unseren Städten verlieren wir so viel Geschichte und Identität. Oft sind es wunderschöne Fassaden, historische Details, die ganze Straßenzüge geprägt haben. Doch das zählt scheinbar weniger als der schnelle Profit. Natürlich braucht man Wohnraum, aber man könnte doch viel mehr sanieren und erhalten, statt alles dem Erdboden gleichzumachen. Ein modernes Gebäude kann niemals das Gefühl ersetzen, das ein denkmalgeschütztes Haus vermittelt.",0
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Was ich wirklich nicht mehr hören kann, ist dieses ständige Gerede vom Fachkräftemangel. Natürlich fehlen in manchen Branchen Leute, aber oft liegt es auch an den miserablen Arbeitsbedingungen. Schlechte Bezahlung, Überstunden, kaum Wertschätzung – da wundert es doch keinen, dass junge Menschen lieber etwas anderes machen. Statt immer nur nach mehr Einwanderung zu rufen, sollten die Unternehmen endlich lernen, ihre Mitarbeiter fair zu behandeln. Wer gute Fachkräfte will, muss auch attraktiv sein. Doch diese einfache Wahrheit scheint vielen Chefs bis heute nicht klar zu sein.",0
"Immer mehr Millionäre verlassen Europa, was laut dem „Henley Private Wealth Migration Report 2025“ zu erheblichen Kapitalabflüssen führt. Besonders betroffen ist Großbritannien, das 2025 mit einem Rekordverlust von 16.500 vermögenden Personen rechnet. Gründe dafür sind wirtschaftliche Unsicherheiten sowie verschärfte Steuerregeln, etwa die Abschaffung des Non-Dom-Status. Auch Deutschland zählt erstmals zu den Nettoverlierern und könnte 400 Millionäre verlieren, was einen Kapitalabfluss von rund zwei Milliarden Euro bedeutet. Insgesamt zeigen sich in Europa wachsende Zweifel an der Standortattraktivität. Gewinner der Entwicklung sind vor allem die Vereinigten Arabischen Emirate, die USA und Südeuropa, die zunehmend wohlhabende Zuwanderer anziehen. Experten warnen vor langfristigen Folgen für Europas wirtschaftliche Wettbewerbsfähigkeit.","Es macht mich jedes Mal wütend, wenn ich sehe, wie viel Lebensmittel in Deutschland weggeschmissen werden. Supermärkte sortieren tonnenweise Obst und Gemüse aus, nur weil es eine kleine Druckstelle hat. Restaurants kippen Essen weg, das nicht verkauft wurde. Und zuhause landet so viel im Müll, weil es angeblich abgelaufen ist. Dabei hungern in anderen Teilen der Welt Millionen Menschen. Wir müssten dringend bessere Gesetze schaffen, damit Lebensmittel nicht einfach vernichtet werden dürfen, solange sie noch genießbar sind. Jeder einzelne könnte übrigens auch im Alltag viel achtsamer mit Essen umgehen.",0
